Timestamp,Container,CPU Usage,Memory Usage
2023-11-28 12:32,Visualizer,715.41%,2.332GiB
2023-11-28 12:32,EVAM Cam 1,24.81%,749.3
2023-11-28 12:32,EVAM Cam 2,18.40%,325.4
2023-11-28 12:42,Visualizer,701.65%,2.297GiB
2023-11-28 12:42,EVAM Cam 1,25.61%,725.2
2023-11-28 12:42,EVAM Cam 2,17.24%,296.5
2023-11-28 12:52,Visualizer,722.20%,2.352GiB
2023-11-28 12:52,EVAM Cam 1,24.11%,691.8
2023-11-28 12:52,EVAM Cam 2,17.70%,333.9
2023-11-28 13:02,Visualizer,698.19%,2.299GiB
2023-11-28 13:02,EVAM Cam 1,24.36%,764.1
2023-11-28 13:02,EVAM Cam 2,17.78%,325
2023-11-28 13:13,Visualizer,697.39%,2.331GiB
2023-11-28 13:13,EVAM Cam 1,26.08%,742.8
2023-11-28 13:13,EVAM Cam 2,15.96%,315.8
2023-11-28 13:23,Visualizer,723.98%,2.286GiB
2023-11-28 13:23,EVAM Cam 1,25.01%,743.2
2023-11-28 13:23,EVAM Cam 2,18.32%,326.3
2023-11-28 13:33,Visualizer,696.87%,2.283GiB
2023-11-28 13:33,EVAM Cam 1,25.03%,694.2
2023-11-28 13:33,EVAM Cam 2,17.96%,325.9
2023-11-28 13:43,Visualizer,708.41%,2.332GiB
2023-11-28 13:43,EVAM Cam 1,24.05%,718.7
2023-11-28 13:43,EVAM Cam 2,17.39%,329.7
2023-11-28 13:53,Visualizer,704.12%,2.331GiB
2023-11-28 13:53,EVAM Cam 1,23.77%,745.3
2023-11-28 13:53,EVAM Cam 2,16.69%,327.3
2023-11-28 14:03,Visualizer,696.48%,2.271GiB
2023-11-28 14:03,EVAM Cam 1,26.60%,710.1
2023-11-28 14:03,EVAM Cam 2,16.85%,326.7
2023-11-28 14:13,Visualizer,718.52%,2.269GiB
2023-11-28 14:13,EVAM Cam 1,24.13%,683
2023-11-28 14:13,EVAM Cam 2,17.14%,322.8
2023-11-28 14:23,Visualizer,712.94%,2.322GiB
2023-11-28 14:23,EVAM Cam 1,24.33%,658.2
2023-11-28 14:23,EVAM Cam 2,17.71%,342.2
2023-11-28 14:33,Visualizer,668.91%,2.248GiB
2023-11-28 14:33,EVAM Cam 1,24.84%,684.5
2023-11-28 14:33,EVAM Cam 2,17.69%,316.9
2023-11-28 14:43,Visualizer,705.90%,2.255GiB
2023-11-28 14:43,EVAM Cam 1,23.72%,733.2
2023-11-28 14:43,EVAM Cam 2,15.79%,320.5
2023-11-28 14:54,Visualizer,606.49%,2.27GiB
2023-11-28 14:54,EVAM Cam 1,25.39%,718.6
2023-11-28 14:54,EVAM Cam 2,17.05%,363
2023-11-28 15:04,Visualizer,702.20%,2.261GiB
2023-11-28 15:04,EVAM Cam 1,24.31%,702.9
2023-11-28 15:04,EVAM Cam 2,17.01%,333
2023-11-28 15:14,Visualizer,714.07%,2.304GiB
2023-11-28 15:14,EVAM Cam 1,24.00%,702.8
2023-11-28 15:14,EVAM Cam 2,17.67%,333.5
2023-11-28 15:24,Visualizer,648.09%,2.26GiB
2023-11-28 15:24,EVAM Cam 1,24.03%,768.9
2023-11-28 15:24,EVAM Cam 2,18.15%,328
2023-11-28 15:34,Visualizer,660.05%,2.327GiB
2023-11-28 15:34,EVAM Cam 1,24.90%,702.7
2023-11-28 15:34,EVAM Cam 2,16.47%,334.7
2023-11-28 15:44,Visualizer,676.31%,2.311GiB
2023-11-28 15:44,EVAM Cam 1,24.00%,698.1
2023-11-28 15:44,EVAM Cam 2,16.02%,282.6
2023-11-28 15:54,Visualizer,572.83%,2.3GiB
2023-11-28 15:54,EVAM Cam 1,23.44%,738.1
2023-11-28 15:54,EVAM Cam 2,17.16%,312.1
2023-11-28 16:04,Visualizer,704.73%,2.305GiB
2023-11-28 16:04,EVAM Cam 1,25.42%,741.3
2023-11-28 16:04,EVAM Cam 2,17.26%,334.3
2023-11-28 16:14,Visualizer,688.71%,2.332GiB
2023-11-28 16:14,EVAM Cam 1,24.91%,756.5
2023-11-28 16:14,EVAM Cam 2,17.66%,349.5
2023-11-28 16:25,Visualizer,663.00%,2.286GiB
2023-11-28 16:25,EVAM Cam 1,25.26%,753.2
2023-11-28 16:25,EVAM Cam 2,17.65%,312.7
2023-11-28 16:35,Visualizer,706.18%,2.304GiB
2023-11-28 16:35,EVAM Cam 1,26.22%,716.7
2023-11-28 16:35,EVAM Cam 2,16.88%,337.8
2023-11-28 16:45,Visualizer,694.39%,2.265GiB
2023-11-28 16:45,EVAM Cam 1,24.20%,781
2023-11-28 16:45,EVAM Cam 2,17.48%,340.4
2023-11-28 16:55,Visualizer,701.54%,2.27GiB
2023-11-28 16:55,EVAM Cam 1,24.44%,735.8
2023-11-28 16:55,EVAM Cam 2,17.39%,286
2023-11-28 17:05,Visualizer,664.73%,2.313GiB
2023-11-28 17:05,EVAM Cam 1,23.03%,773.1
2023-11-28 17:05,EVAM Cam 2,16.87%,316.2
2023-11-28 17:15,Visualizer,718.83%,2.317GiB
2023-11-28 17:15,EVAM Cam 1,24.79%,726.9
2023-11-28 17:15,EVAM Cam 2,17.90%,333
2023-11-28 17:25,Visualizer,684.84%,2.298GiB
2023-11-28 17:25,EVAM Cam 1,23.36%,729.5
2023-11-28 17:25,EVAM Cam 2,16.79%,326.4
2023-11-28 17:35,Visualizer,714.73%,2.266GiB
2023-11-28 17:35,EVAM Cam 1,23.91%,726.7
2023-11-28 17:35,EVAM Cam 2,17.03%,312.4
2023-11-28 17:45,Visualizer,715.66%,2.331GiB
2023-11-28 17:45,EVAM Cam 1,25.15%,743
2023-11-28 17:45,EVAM Cam 2,17.20%,342.3
2023-11-28 17:56,Visualizer,694.58%,2.262GiB
2023-11-28 17:56,EVAM Cam 1,24.49%,689.4
2023-11-28 17:56,EVAM Cam 2,17.61%,334.3
2023-11-28 18:06,Visualizer,678.00%,2.28GiB
2023-11-28 18:06,EVAM Cam 1,25.34%,773.2
2023-11-28 18:06,EVAM Cam 2,16.74%,320.3
2023-11-28 18:16,Visualizer,723.34%,2.274GiB
2023-11-28 18:16,EVAM Cam 1,25.26%,720.8
2023-11-28 18:16,EVAM Cam 2,16.52%,319
2023-11-28 18:26,Visualizer,704.44%,2.323GiB
2023-11-28 18:26,EVAM Cam 1,24.55%,719.7
2023-11-28 18:26,EVAM Cam 2,16.64%,319.2
2023-11-28 18:36,Visualizer,737.12%,2.267GiB
2023-11-28 18:36,EVAM Cam 1,24.70%,753.4
2023-11-28 18:36,EVAM Cam 2,16.09%,302
2023-11-28 18:46,Visualizer,746.80%,2.302GiB
2023-11-28 18:46,EVAM Cam 1,26.02%,728.9
2023-11-28 18:46,EVAM Cam 2,15.95%,276.3
2023-11-28 18:56,Visualizer,743.23%,2.281GiB
2023-11-28 18:56,EVAM Cam 1,24.91%,700.7
2023-11-28 18:56,EVAM Cam 2,17.23%,273.9
2023-11-28 19:06,Visualizer,707.21%,2.217GiB
2023-11-28 19:06,EVAM Cam 1,24.52%,681.3
2023-11-28 19:06,EVAM Cam 2,17.75%,261.1
2023-11-28 19:16,Visualizer,721.36%,2.245GiB
2023-11-28 19:16,EVAM Cam 1,27.02%,690
2023-11-28 19:16,EVAM Cam 2,16.95%,306.4
2023-11-28 19:27,Visualizer,716.97%,2.245GiB
2023-11-28 19:27,EVAM Cam 1,25.12%,707.7
2023-11-28 19:27,EVAM Cam 2,17.84%,321.1
2023-11-28 19:37,Visualizer,706.86%,2.276GiB
2023-11-28 19:37,EVAM Cam 1,24.32%,745.5
2023-11-28 19:37,EVAM Cam 2,17.49%,316.9
2023-11-28 19:47,Visualizer,701.32%,2.245GiB
2023-11-28 19:47,EVAM Cam 1,23.26%,582.8
2023-11-28 19:47,EVAM Cam 2,15.39%,157.1
2023-11-28 19:57,Visualizer,696.93%,2.062GiB
2023-11-28 19:57,EVAM Cam 1,23.30%,555.8
2023-11-28 19:57,EVAM Cam 2,15.32%,79.28
2023-11-28 20:07,Visualizer,714.78%,2.098GiB
2023-11-28 20:07,EVAM Cam 1,23.85%,540.1
2023-11-28 20:07,EVAM Cam 2,15.18%,79.34
2023-11-28 20:17,Visualizer,721.40%,2.081GiB
2023-11-28 20:17,EVAM Cam 1,23.22%,532
2023-11-28 20:17,EVAM Cam 2,15.33%,79.24
2023-11-28 20:27,Visualizer,687.52%,2.055GiB
2023-11-28 20:27,EVAM Cam 1,23.64%,511
2023-11-28 20:27,EVAM Cam 2,15.13%,79.29
2023-11-28 20:37,Visualizer,686.22%,2.097GiB
2023-11-28 20:37,EVAM Cam 1,23.35%,520.9
2023-11-28 20:37,EVAM Cam 2,15.11%,79.26
2023-11-28 20:47,Visualizer,719.48%,2.143GiB
2023-11-28 20:47,EVAM Cam 1,23.56%,523.2
2023-11-28 20:47,EVAM Cam 2,15.13%,79.39
2023-11-28 20:58,Visualizer,703.46%,2.094GiB
2023-11-28 20:58,EVAM Cam 1,22.70%,520.5
2023-11-28 20:58,EVAM Cam 2,15.31%,79.1
2023-11-28 21:08,Visualizer,711.13%,2.144GiB
2023-11-28 21:08,EVAM Cam 1,24.43%,495.1
2023-11-28 21:08,EVAM Cam 2,15.59%,79.09
2023-11-28 21:18,Visualizer,721.89%,2.119GiB
2023-11-28 21:18,EVAM Cam 1,23.87%,546.5
2023-11-28 21:18,EVAM Cam 2,15.19%,79.36
2023-11-28 21:28,Visualizer,725.94%,2.128GiB
2023-11-28 21:28,EVAM Cam 1,22.52%,507.5
2023-11-28 21:28,EVAM Cam 2,15.28%,79.42
2023-11-28 21:38,Visualizer,698.13%,2.139GiB
2023-11-28 21:38,EVAM Cam 1,23.28%,550.4
2023-11-28 21:38,EVAM Cam 2,15.75%,80.61
2023-11-28 21:48,Visualizer,678.77%,2.11GiB
2023-11-28 21:48,EVAM Cam 1,22.71%,515.8
2023-11-28 21:48,EVAM Cam 2,15.19%,80.55
2023-11-28 21:58,Visualizer,710.50%,2.11GiB
2023-11-28 21:58,EVAM Cam 1,23.41%,497
2023-11-28 21:58,EVAM Cam 2,15.54%,80.47
2023-11-28 22:08,Visualizer,705.28%,2.126GiB
2023-11-28 22:08,EVAM Cam 1,23.39%,489.1
2023-11-28 22:08,EVAM Cam 2,15.30%,80.5
2023-11-28 22:18,Visualizer,703.45%,2.103GiB
2023-11-28 22:18,EVAM Cam 1,23.08%,515
2023-11-28 22:18,EVAM Cam 2,15.30%,80.5
2023-11-28 22:28,Visualizer,720.24%,2.081GiB
2023-11-28 22:28,EVAM Cam 1,25.23%,512.1
2023-11-28 22:28,EVAM Cam 2,15.85%,80.57
2023-11-28 22:39,Visualizer,724.34%,2.123GiB
2023-11-28 22:39,EVAM Cam 1,23.22%,543.1
2023-11-28 22:39,EVAM Cam 2,15.17%,80.5
2023-11-28 22:49,Visualizer,699.82%,2.134GiB
2023-11-28 22:49,EVAM Cam 1,22.67%,534.5
2023-11-28 22:49,EVAM Cam 2,15.13%,80.49
2023-11-28 22:59,Visualizer,713.31%,2.092GiB
2023-11-28 22:59,EVAM Cam 1,23.02%,500.9
2023-11-28 22:59,EVAM Cam 2,15.54%,80.5
2023-11-28 23:09,Visualizer,722.15%,2.089GiB
2023-11-28 23:09,EVAM Cam 1,23.01%,539.1
2023-11-28 23:09,EVAM Cam 2,15.05%,80.63
2023-11-28 23:19,Visualizer,715.06%,2.089GiB
2023-11-28 23:19,EVAM Cam 1,23.99%,567.8
2023-11-28 23:19,EVAM Cam 2,15.04%,80.38
2023-11-28 23:29,Visualizer,696.62%,2.129GiB
2023-11-28 23:29,EVAM Cam 1,24.52%,507.7
2023-11-28 23:29,EVAM Cam 2,15.50%,80.5
2023-11-28 23:39,Visualizer,684.32%,2.148GiB
2023-11-28 23:39,EVAM Cam 1,24.25%,530.4
2023-11-28 23:39,EVAM Cam 2,15.62%,80.5
2023-11-28 23:49,Visualizer,717.53%,2.127GiB
2023-11-28 23:49,EVAM Cam 1,23.54%,515.3
2023-11-28 23:49,EVAM Cam 2,15.31%,80.48
2023-11-28 23:59,Visualizer,663.92%,2.089GiB
2023-11-28 23:59,EVAM Cam 1,23.82%,521.4
2023-11-28 23:59,EVAM Cam 2,15.57%,80.54
2023-11-29 0:10,Visualizer,627.44%,2.099GiB
2023-11-29 0:10,EVAM Cam 1,22.75%,546.1
2023-11-29 0:10,EVAM Cam 2,15.33%,80.52
2023-11-29 0:20,Visualizer,709.54%,2.084GiB
2023-11-29 0:20,EVAM Cam 1,23.00%,504
2023-11-29 0:20,EVAM Cam 2,15.06%,80.66
2023-11-29 0:30,Visualizer,718.98%,2.083GiB
2023-11-29 0:30,EVAM Cam 1,24.34%,511.3
2023-11-29 0:30,EVAM Cam 2,15.21%,80.62
2023-11-29 0:40,Visualizer,728.32%,2.116GiB
2023-11-29 0:40,EVAM Cam 1,23.48%,507.6
2023-11-29 0:40,EVAM Cam 2,15.23%,80.52
2023-11-29 0:50,Visualizer,710.18%,2.1GiB
2023-11-29 0:50,EVAM Cam 1,25.05%,509
2023-11-29 0:50,EVAM Cam 2,15.45%,80.15
2023-11-29 1:00,Visualizer,706.91%,2.13GiB
2023-11-29 1:00,EVAM Cam 1,26.17%,502.6
2023-11-29 1:00,EVAM Cam 2,16.53%,80.09
2023-11-29 1:10,Visualizer,684.09%,2.083GiB
2023-11-29 1:10,EVAM Cam 1,23.36%,498.3
2023-11-29 1:10,EVAM Cam 2,15.28%,80.11
2023-11-29 1:20,Visualizer,717.82%,2.126GiB
2023-11-29 1:20,EVAM Cam 1,24.00%,515.3
2023-11-29 1:20,EVAM Cam 2,15.21%,80.05
2023-11-29 1:30,Visualizer,721.97%,2.072GiB
2023-11-29 1:30,EVAM Cam 1,23.80%,518.1
2023-11-29 1:30,EVAM Cam 2,15.46%,79.94
2023-11-29 1:41,Visualizer,644.12%,2.059GiB
2023-11-29 1:41,EVAM Cam 1,23.46%,550.8
2023-11-29 1:41,EVAM Cam 2,14.87%,79.98
2023-11-29 1:51,Visualizer,719.28%,2.075GiB
2023-11-29 1:51,EVAM Cam 1,23.14%,524.8
2023-11-29 1:51,EVAM Cam 2,15.06%,79.84
2023-11-29 2:01,Visualizer,728.92%,2.127GiB
2023-11-29 2:01,EVAM Cam 1,25.67%,485.3
2023-11-29 2:01,EVAM Cam 2,15.40%,79.68
2023-11-29 2:11,Visualizer,703.15%,2.062GiB
2023-11-29 2:11,EVAM Cam 1,23.63%,508.9
2023-11-29 2:11,EVAM Cam 2,15.19%,79.84
2023-11-29 2:21,Visualizer,695.94%,2.133GiB
2023-11-29 2:21,EVAM Cam 1,23.48%,499.6
2023-11-29 2:21,EVAM Cam 2,15.23%,79.84
2023-11-29 2:31,Visualizer,725.79%,2.119GiB
2023-11-29 2:31,EVAM Cam 1,23.26%,537.5
2023-11-29 2:31,EVAM Cam 2,15.30%,79.8
2023-11-29 2:41,Visualizer,708.71%,2.127GiB
2023-11-29 2:41,EVAM Cam 1,23.77%,520.4
2023-11-29 2:41,EVAM Cam 2,15.20%,79.67
2023-11-29 2:51,Visualizer,699.21%,2.061GiB
2023-11-29 2:51,EVAM Cam 1,24.88%,507.5
2023-11-29 2:51,EVAM Cam 2,15.55%,80.25
2023-11-29 3:01,Visualizer,705.20%,2.122GiB
2023-11-29 3:01,EVAM Cam 1,23.27%,514.9
2023-11-29 3:01,EVAM Cam 2,15.32%,79.98
2023-11-29 3:12,Visualizer,717.95%,2.134GiB
2023-11-29 3:12,EVAM Cam 1,23.31%,483
2023-11-29 3:12,EVAM Cam 2,14.74%,79.84
2023-11-29 3:22,Visualizer,700.38%,2.1GiB
2023-11-29 3:22,EVAM Cam 1,24.23%,510
2023-11-29 3:22,EVAM Cam 2,15.31%,79.84
2023-11-29 3:32,Visualizer,680.22%,2.075GiB
2023-11-29 3:32,EVAM Cam 1,24.61%,514.2
2023-11-29 3:32,EVAM Cam 2,15.68%,79.97
2023-11-29 3:42,Visualizer,719.82%,2.075GiB
2023-11-29 3:42,EVAM Cam 1,23.44%,546.2
2023-11-29 3:42,EVAM Cam 2,15.86%,79.97
2023-11-29 3:52,Visualizer,707.61%,2.133GiB
2023-11-29 3:52,EVAM Cam 1,22.83%,557.6
2023-11-29 3:52,EVAM Cam 2,15.41%,79.97
2023-11-29 4:02,Visualizer,716.90%,2.133GiB
2023-11-29 4:02,EVAM Cam 1,23.94%,529.6
2023-11-29 4:02,EVAM Cam 2,15.24%,79.97
2023-11-29 4:12,Visualizer,723.18%,2.131GiB
2023-11-29 4:12,EVAM Cam 1,23.76%,467.1
2023-11-29 4:12,EVAM Cam 2,14.81%,79.87
2023-11-29 4:22,Visualizer,710.72%,2.1GiB
2023-11-29 4:22,EVAM Cam 1,23.44%,502
2023-11-29 4:22,EVAM Cam 2,15.56%,79.97
2023-11-29 4:32,Visualizer,699.48%,2.12GiB
2023-11-29 4:32,EVAM Cam 1,23.73%,558.6
2023-11-29 4:32,EVAM Cam 2,15.35%,79.97
2023-11-29 4:42,Visualizer,701.97%,2.097GiB
2023-11-29 4:42,EVAM Cam 1,23.72%,528.1
2023-11-29 4:42,EVAM Cam 2,15.41%,79.73
2023-11-29 4:53,Visualizer,711.21%,2.114GiB
2023-11-29 4:53,EVAM Cam 1,22.80%,488.9
2023-11-29 4:53,EVAM Cam 2,15.29%,79.85
2023-11-29 5:03,Visualizer,707.32%,2.113GiB
2023-11-29 5:03,EVAM Cam 1,23.85%,467.6
2023-11-29 5:03,EVAM Cam 2,15.41%,79.86
2023-11-29 5:13,Visualizer,701.00%,2.072GiB
2023-11-29 5:13,EVAM Cam 1,24.33%,510.1
2023-11-29 5:13,EVAM Cam 2,15.07%,79.73
2023-11-29 5:23,Visualizer,725.41%,2.063GiB
2023-11-29 5:23,EVAM Cam 1,23.58%,530
2023-11-29 5:23,EVAM Cam 2,15.49%,79.85
2023-11-29 5:33,Visualizer,715.31%,2.09GiB
2023-11-29 5:33,EVAM Cam 1,23.75%,542
2023-11-29 5:33,EVAM Cam 2,15.48%,79.89
2023-11-29 5:43,Visualizer,709.91%,2.113GiB
2023-11-29 5:43,EVAM Cam 1,22.49%,470.3
2023-11-29 5:43,EVAM Cam 2,15.35%,79.87
2023-11-29 5:53,Visualizer,686.29%,2.061GiB
2023-11-29 5:53,EVAM Cam 1,25.55%,482.4
2023-11-29 5:53,EVAM Cam 2,15.29%,79.59
2023-11-29 6:03,Visualizer,685.57%,2.079GiB
2023-11-29 6:03,EVAM Cam 1,23.23%,512.6
2023-11-29 6:03,EVAM Cam 2,15.60%,79.57
2023-11-29 6:13,Visualizer,716.57%,2.064GiB
2023-11-29 6:13,EVAM Cam 1,23.64%,512.3
2023-11-29 6:13,EVAM Cam 2,15.14%,79.74
2023-11-29 6:24,Visualizer,705.18%,2.122GiB
2023-11-29 6:24,EVAM Cam 1,24.65%,544.2
2023-11-29 6:24,EVAM Cam 2,15.27%,79.87
2023-11-29 6:34,Visualizer,663.75%,2.179GiB
2023-11-29 6:34,EVAM Cam 1,24.55%,631.2
2023-11-29 6:34,EVAM Cam 2,17.88%,123.1
2023-11-29 6:44,Visualizer,749.23%,2.254GiB
2023-11-29 6:44,EVAM Cam 1,24.55%,721.8
2023-11-29 6:44,EVAM Cam 2,17.48%,287
2023-11-29 6:54,Visualizer,748.85%,2.238GiB
2023-11-29 6:54,EVAM Cam 1,24.93%,805.1
2023-11-29 6:54,EVAM Cam 2,17.60%,270.6
2023-11-29 7:04,Visualizer,708.10%,2.245GiB
2023-11-29 7:04,EVAM Cam 1,24.31%,720.6
2023-11-29 7:04,EVAM Cam 2,16.99%,198.2
2023-11-29 7:14,Visualizer,749.73%,2.239GiB
2023-11-29 7:14,EVAM Cam 1,24.78%,617.4
2023-11-29 7:14,EVAM Cam 2,16.91%,204.9
2023-11-29 7:24,Visualizer,749.93%,2.257GiB
2023-11-29 7:24,EVAM Cam 1,24.08%,604.8
2023-11-29 7:24,EVAM Cam 2,17.13%,89.95
2023-11-29 7:34,Visualizer,745.85%,2.205GiB
2023-11-29 7:34,EVAM Cam 1,24.58%,624.1
2023-11-29 7:34,EVAM Cam 2,16.85%,83.75
2023-11-29 7:44,Visualizer,749.16%,2.242GiB
2023-11-29 7:44,EVAM Cam 1,25.06%,630.4
2023-11-29 7:44,EVAM Cam 2,17.12%,78.62
2023-11-29 7:54,Visualizer,748.78%,2.248GiB
2023-11-29 7:54,EVAM Cam 1,24.02%,597.3
2023-11-29 7:54,EVAM Cam 2,17.44%,100.1
2023-11-29 8:05,Visualizer,747.93%,2.237GiB
2023-11-29 8:05,EVAM Cam 1,24.47%,625.6
2023-11-29 8:05,EVAM Cam 2,17.21%,89.54
2023-11-29 8:15,Visualizer,746.69%,2.242GiB
2023-11-29 8:15,EVAM Cam 1,24.89%,689.1
2023-11-29 8:15,EVAM Cam 2,17.67%,131
2023-11-29 8:25,Visualizer,748.77%,2.251GiB
2023-11-29 8:25,EVAM Cam 1,24.37%,717.6
2023-11-29 8:25,EVAM Cam 2,17.20%,91.04
2023-11-29 8:35,Visualizer,747.02%,2.24GiB
2023-11-29 8:35,EVAM Cam 1,24.75%,705.8
2023-11-29 8:35,EVAM Cam 2,16.90%,121.3
2023-11-29 8:45,Visualizer,746.73%,2.223GiB
2023-11-29 8:45,EVAM Cam 1,24.85%,694.2
2023-11-29 8:45,EVAM Cam 2,16.53%,102.3
2023-11-29 8:55,Visualizer,742.63%,2.242GiB
2023-11-29 8:55,EVAM Cam 1,24.76%,732.8
2023-11-29 8:55,EVAM Cam 2,17.53%,180.9
